session_id,split,content_type,open_images_id,official_split,source_dataset,source_url,image_url,original_url,original_landing_url,license,author,author_profile_url,title,negative_classes,sha256
oi_train_fb4451f4df114727,train,positive,fb4451f4df114727,train,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/train/fb4451f4df114727.jpg,https://farm8.staticflickr.com/7276/7493212708_43cd593682_o.jpg,https://www.flickr.com/photos/innovate360/7493212708,https://creativecommons.org/licenses/by/2.0/,innovate360,https://www.flickr.com/people/innovate360/,Bletchley Park Code-Knacker - HP-Digital-Imaging-Solutions,,ba6f599b2bda7667b84fed1087906513174bed7c97f7c2deb18d47a200c1a89b
oi_test_3cc1c200a61a6b5d,train,positive,3cc1c200a61a6b5d,test,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/test/3cc1c200a61a6b5d.jpg,https://c6.staticflickr.com/8/7379/12758383654_ca5f9be640_o.jpg,https://www.flickr.com/photos/kurbanowicz/12758383654,https://creativecommons.org/licenses/by/2.0/,Krzysztof Urbanowicz,https://www.flickr.com/people/kurbanowicz/,Urbanowicz_Krzysztof_GOLF,,1d455c4552e2b51346fae6ae5dbb9737c98a9a2e2c381c23d00b70a336ea2f8d
oi_train_6a0afc968537c6bd,train,positive,6a0afc968537c6bd,train,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/train/6a0afc968537c6bd.jpg,https://c6.staticflickr.com/3/2417/2540320833_040bc9a35b_o.jpg,https://www.flickr.com/photos/ian_d/2540320833/,https://creativecommons.org/licenses/by/2.0/,Ian Dick,https://www.flickr.com/people/ian_d/,Alan,,d94e810258ed3f32dc3039bd327d6cb46ce41d3f6726090b04b8fd6d0cb3ea0f
oi_test_f452b0a53243dd43,train,positive,f452b0a53243dd43,test,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/test/f452b0a53243dd43.jpg,https://farm4.staticflickr.com/7347/9146781934_c1514df2a6_o.jpg,https://www.flickr.com/photos/kcrar/9146781934,https://creativecommons.org/licenses/by/2.0/,kcrarphotos,https://www.flickr.com/people/kcrar/,2013-06-25 15.19.33,,b2bab2a1d00783cf1804b3288b486b179e78fe78e57e77db133690a0284354eb
oi_train_69a572c7e396d7f2,train,positive,69a572c7e396d7f2,train,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/train/69a572c7e396d7f2.jpg,https://farm3.staticflickr.com/1134/1424566291_0783b5eeb4_o.jpg,https://www.flickr.com/photos/rozic/1424566291,https://creativecommons.org/licenses/by/2.0/,Scott Rozic,https://www.flickr.com/people/rozic/,Almost....hole in one,,e2ed7af508779d574ffa71a9b1a53140c2ee42021eb518e63d60182979052059
oi_train_5f2d1723f39e4574,test,positive,5f2d1723f39e4574,train,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/train/5f2d1723f39e4574.jpg,https://farm5.staticflickr.com/5504/9373375187_20ff0b9671_o.jpg,https://www.flickr.com/photos/nevillewootton/9373375187,https://creativecommons.org/licenses/by/2.0/,Neville Wootton,https://www.flickr.com/people/nevillewootton/,127 - Colin Beadle,,f096077787fb059e9ffd42749471d8dd2a04dd5844627b3d42b297dae21507e9
oi_train_2303a252770112b4,train,positive,2303a252770112b4,train,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/train/2303a252770112b4.jpg,https://farm5.staticflickr.com/3952/15609988005_5b40771f24_o.jpg,https://www.flickr.com/photos/bdgstonepix/15609988005,https://creativecommons.org/licenses/by/2.0/,Gaston Hinostroza,https://www.flickr.com/people/bdgstonepix/,DSC_1454,,cc661b44a32ba632361625333884d4ca3655db2f91ad39ecdce735aece456b3f
oi_train_0ca39293dc092b1a,val,positive,0ca39293dc092b1a,train,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/train/0ca39293dc092b1a.jpg,https://c3.staticflickr.com/4/3139/2575158219_6161579a30_o.jpg,https://www.flickr.com/photos/golf_pictures/2575158219,https://creativecommons.org/licenses/by/2.0/,Dan Perry,https://www.flickr.com/people/golf_pictures/,"Wolf Course, Las Vegas Paiute Golf Resort, Las Vegas, Nevada",,5d91e1fb6b99efa8461369e23b144e8294c7b05b75b9157c81efd5f95ff68b7c
oi_train_0faa377d29f82204,train,positive,0faa377d29f82204,train,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/train/0faa377d29f82204.jpg,https://farm5.staticflickr.com/4133/4952174218_da2e33e7a0_o.jpg,https://www.flickr.com/photos/brazilnut72/4952174218,https://creativecommons.org/licenses/by/2.0/,Andrew Comings,https://www.flickr.com/people/brazilnut72/,What's Wrong With This Picture,,9a11a341d56c372b45ad64c0000b0354f86070298f74258aabdd3c15a3177ecc
oi_train_27e1804ffe120f15,train,positive,27e1804ffe120f15,train,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/train/27e1804ffe120f15.jpg,https://farm6.staticflickr.com/7004/6737346765_2869111223_o.jpg,https://www.flickr.com/photos/ronkroetz/6737346765,https://creativecommons.org/licenses/by/2.0/,Ron Kroetz,https://www.flickr.com/people/ronkroetz/,Callaway,,842ed9ac0cca450ef5f6b8ae7062ac06af59c31e86ddc1474aeadb6fb6c9d41a
oi_train_28937729bb067e85,train,positive,28937729bb067e85,train,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/train/28937729bb067e85.jpg,https://farm6.staticflickr.com/8700/16753005671_a41b00bf7a_o.jpg,https://www.flickr.com/photos/pierrebedat/16753005671,https://creativecommons.org/licenses/by/2.0/,Pierre,https://www.flickr.com/people/pierrebedat/,Putter & Ball,,7fcc73b119cdc255821467625e86fe8f47a8c244a22ad684ac55adba981a2971
oi_train_17bf3a34d33542b1,train,positive,17bf3a34d33542b1,train,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/train/17bf3a34d33542b1.jpg,https://farm2.staticflickr.com/6208/6022888846_abae35d843_o.jpg,https://www.flickr.com/photos/stephen-oung/6022888846,https://creativecommons.org/licenses/by/2.0/,SteFou!,https://www.flickr.com/people/stephen-oung/,Driving lesson,,a551e58176a5e50ce93ccfa2ee6f79b3124961836dff4d1ebddf46acf9686f02
oi_test_ab07be624119a8b4,train,positive,ab07be624119a8b4,test,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/test/ab07be624119a8b4.jpg,https://farm5.staticflickr.com/5510/10554795513_f0aab227b8_o.jpg,https://www.flickr.com/photos/vastateparksstaff/10554795513,https://creativecommons.org/licenses/by/2.0/,Virginia State Parks,https://www.flickr.com/people/vastateparksstaff/,Disabled Veteran's Recreation Fair,,daeb0d9775477943a3a005d865c605f8291ee5c935be7e556303df37f2e53729
oi_validation_426ef0a291c7f843,train,positive,426ef0a291c7f843,validation,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/validation/426ef0a291c7f843.jpg,https://farm4.staticflickr.com/1241/607888706_286b13b646_o.jpg,https://www.flickr.com/photos/hnefill/607888706,https://creativecommons.org/licenses/by/2.0/,Örlygur Hnefill,https://www.flickr.com/people/hnefill/,Ragnhildur Sigurðardóttir,,ac46e1a8897816e8ef1a18a51fbe782b9dc786edd081990300588477644bc138
oi_train_0a0ca888960ba1f9,train,positive,0a0ca888960ba1f9,train,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/train/0a0ca888960ba1f9.jpg,https://c2.staticflickr.com/8/7287/9306839194_0b336e6cf9_o.jpg,https://www.flickr.com/photos/nevillewootton/9306839194,https://creativecommons.org/licenses/by/2.0/,Neville Wootton,https://www.flickr.com/people/nevillewootton/,094 - Martin Hynes,,78ccac8078baeff69be337fba07983d9d44f50539f5f618f6a68ad54a34b8f8c
oi_test_80590be378738f21,test,positive,80590be378738f21,test,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/test/80590be378738f21.jpg,https://farm2.staticflickr.com/198/441569122_cd0955d82c_o.jpg,https://www.flickr.com/photos/lenore-m/441569122,https://creativecommons.org/licenses/by/2.0/,Lenore Edman,https://www.flickr.com/people/lenore-m/,BA 012,,381e9a244babcfde7412c5ba001f5ab5519a0096e2f5cca752d732be758c9017
oi_train_d8c8687ed1a8bef1,train,positive,d8c8687ed1a8bef1,train,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/train/d8c8687ed1a8bef1.jpg,https://farm2.staticflickr.com/6232/6234732036_fc760c1395_o.jpg,https://www.flickr.com/photos/principalcharityclassic/6234732036,https://creativecommons.org/licenses/by/2.0/,The Principal Charity Classic,https://www.flickr.com/people/principalcharityclassic/,e016,,43631162bb9b52c6a67ce89182e80e87c4f82b88cd750ffd64d22e1f28c90a72
oi_test_b879a8057b244154,train,positive,b879a8057b244154,test,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/test/b879a8057b244154.jpg,https://farm5.staticflickr.com/1373/853475849_e773fbbed9_o.jpg,https://www.flickr.com/photos/jenni40947/853475849,https://creativecommons.org/licenses/by/2.0/,Jenni Douglas,https://www.flickr.com/people/jenni40947/,Untitled,,156bd3edfac9a76d776f022cb70a9bd6ae5fa81a44ff91cc2b33c2c0270e632d
oi_test_aea99add5ab0b5f9,test,positive,aea99add5ab0b5f9,test,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/test/aea99add5ab0b5f9.jpg,https://c2.staticflickr.com/5/4138/4955020397_d4c23673ea_o.jpg,https://www.flickr.com/photos/jenniferpoole/4955020397,https://creativecommons.org/licenses/by/2.0/,Jenny Poole,https://www.flickr.com/people/jenniferpoole/,Long shadows,,f9483b2e01ee9ead54f0f9edb5bdc0b977429fd25279ba9fe8b9ca08cd93728c
oi_train_53748cc1b6026c79,train,positive,53748cc1b6026c79,train,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/train/53748cc1b6026c79.jpg,https://c2.staticflickr.com/4/3049/2575968426_ec378be67a_o.jpg,https://www.flickr.com/photos/golf_pictures/2575968426,https://creativecommons.org/licenses/by/2.0/,Dan Perry,https://www.flickr.com/people/golf_pictures/,Whistling Straits Logo Ball,,22b0033118bfbf86458887ef592860be5bbbe8e2a341451a8bf49b1345cce640
oi_train_fb3fab211c104077,train,positive,fb3fab211c104077,train,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/train/fb3fab211c104077.jpg,https://farm8.staticflickr.com/23/33931645_68a63742a4_o.jpg,https://www.flickr.com/photos/cappellmeister/33931645,https://creativecommons.org/licenses/by/2.0/,Andreas Cappell,https://www.flickr.com/people/cappellmeister/,Golfcup2005_00247,,c6281255c00d431176109828edb447069e16c75f374ce1b2752bb9dbbeadbe48
oi_train_e791f2857779d3e1,train,positive,e791f2857779d3e1,train,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/train/e791f2857779d3e1.jpg,https://farm2.staticflickr.com/7123/6994905691_bea1228347_o.jpg,https://www.flickr.com/photos/trostle/6994905691,https://creativecommons.org/licenses/by/2.0/,Matt Trostle,https://www.flickr.com/people/trostle/,Golf Ball and Tees on White Background,,fc3bd4418cd024a54124f6c8f3c437c74af312633debb929ed21d107bb537bf1
oi_train_002ccf685b8e6da2,train,positive,002ccf685b8e6da2,train,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/train/002ccf685b8e6da2.jpg,https://farm3.staticflickr.com/4145/5095965564_afee3f9c38_o.jpg,https://www.flickr.com/photos/cbroders/5095965564,https://creativecommons.org/licenses/by/2.0/,Counse,https://www.flickr.com/people/cbroders/,PFP-2010_ - 076,,65da74c7c9f2345592ab89fdab2f91142e4e5273892921fbf826bad551108de0
oi_train_9e904adc95209a27,train,positive,9e904adc95209a27,train,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/train/9e904adc95209a27.jpg,https://farm8.staticflickr.com/7410/9407843020_7e9b66c2d6_o.jpg,https://www.flickr.com/photos/nevillewootton/9407843020,https://creativecommons.org/licenses/by/2.0/,Neville Wootton,https://www.flickr.com/people/nevillewootton/,028 - From just in the fringe Joe Yorke would sink this par putt and win his first Club Championship,,8b1fc39a8d8c7e7459b750a6418aa24c5523074fcd3e45498331bbda2f9cb7d8
oi_train_f3302ed52b70421d,train,positive,f3302ed52b70421d,train,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/train/f3302ed52b70421d.jpg,https://c6.staticflickr.com/8/7287/8741540786_5c3d6cbd4a_o.jpg,https://www.flickr.com/photos/tekniskamuseet/8741540786,https://creativecommons.org/licenses/by/2.0/,Tekniska museet,https://www.flickr.com/people/tekniskamuseet/,"Golfboll, komprimerad av klubban. Höghastighetsfotografi.",,4b1e5b7e8545cb63552a0f0e2b8ca3ce7e02d3f55f1a1eebe688ec68b35e5c50
oi_test_d5b7ca82a3346a87,train,positive,d5b7ca82a3346a87,test,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/test/d5b7ca82a3346a87.jpg,https://farm8.staticflickr.com/100/308192806_5c1a3ded28_o.jpg,https://www.flickr.com/photos/jvh33/308192806,https://creativecommons.org/licenses/by/2.0/,John VanderHaagen,https://www.flickr.com/people/jvh33/,VA golf,,a8ceef7a0ec39ce9d4796c4306aaaa253bd66e0964dc95e1c0c2d31e10332273
oi_train_33531d29129fcfeb,train,positive,33531d29129fcfeb,train,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/train/33531d29129fcfeb.jpg,https://c4.staticflickr.com/6/5549/9703142867_9789ab27dd_o.jpg,https://www.flickr.com/photos/31312839@N05/9703142867,https://creativecommons.org/licenses/by/2.0/,Mimi Cummins,https://www.flickr.com/people/immeemz/,DSC_0109,,a7eceb23624076d538c01c077273e9469cadb641f093104cf51148bb03938421
oi_test_adb266bf62491cff,train,positive,adb266bf62491cff,test,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/test/adb266bf62491cff.jpg,https://c8.staticflickr.com/3/2679/4015962366_fdbcc19264_o.jpg,https://www.flickr.com/photos/somegeekintn/4015962366,https://creativecommons.org/licenses/by/2.0/,Casey Fleser,https://www.flickr.com/people/somegeekintn/,Fall Classic (282 / 365),,94480850ead08f0ad1a037a6f4c02638b5516bcb6bb767a743280a37cc40bdba
oi_train_232e16459df84185,train,positive,232e16459df84185,train,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/train/232e16459df84185.jpg,https://farm6.staticflickr.com/5589/14680036661_e50fa0964f_o.jpg,https://www.flickr.com/photos/nevillewootton/14680036661,https://creativecommons.org/licenses/by/2.0/,Neville Wootton,https://www.flickr.com/people/nevillewootton/,016 - Trish Sobey,,93b0f7ab1cde4354ccbaf3ca6eae63522ef95eb8b5aa205cb149a653f010bedf
oi_train_09e92e16dc68eb37,val,positive,09e92e16dc68eb37,train,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/train/09e92e16dc68eb37.jpg,https://farm8.staticflickr.com/2950/15281765459_af421a1e06_o.jpg,https://www.flickr.com/photos/dannybollinger/15281765459,https://creativecommons.org/licenses/by/2.0/,Danny Bollinger,https://www.flickr.com/people/dannybollinger/,_02G7980,,1543afab9dbfe1c9b9eada5e7943b1c8c31b35be038efd5cc7465216c507658c
oi_train_837e3de97723e4c8,train,positive,837e3de97723e4c8,train,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/train/837e3de97723e4c8.jpg,https://c1.staticflickr.com/8/7038/6944568431_72f30b8390_o.jpg,https://www.flickr.com/photos/visitcentralflorida/6944568431,https://creativecommons.org/licenses/by/2.0/,Catch Central Florida,https://www.flickr.com/people/visitcentralflorida/,Mark Jackson putting,,ec1b77105f353d8ce0c6ffcc10897074d5abbdb561796a20014a6a7074da2759
oi_train_0f4daf7054b71b29,train,positive,0f4daf7054b71b29,train,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/train/0f4daf7054b71b29.jpg,https://c2.staticflickr.com/4/3151/2575166869_a0c5417169_o.jpg,https://www.flickr.com/photos/golf_pictures/2575166869,https://creativecommons.org/licenses/by/2.0/,Dan Perry,https://www.flickr.com/people/golf_pictures/,"Whisper Creek Golf Club, Huntley, Illinois",,729be2fa73955bf33834c7e87ebb1a6aa581991d47ef216b17088ef6658c8789
oi_train_3c997c4d767d5747,test,positive,3c997c4d767d5747,train,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/train/3c997c4d767d5747.jpg,https://farm8.staticflickr.com/8165/7659590030_151ab66dfa_o.jpg,https://www.flickr.com/photos/83097782@N05/7659590030,https://creativecommons.org/licenses/by/2.0/,pacificcoastamateur,https://www.flickr.com/people/83097782@N05/,Michael Anderson,,92d217eeeb252552842be6dc82a76401b53cad97b49d6f9a4664873cd3616f51
oi_train_14f492653a1b66d0,train,positive,14f492653a1b66d0,train,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/train/14f492653a1b66d0.jpg,https://farm1.staticflickr.com/5598/15424436390_082ea2a8e7_o.jpg,https://www.flickr.com/photos/bdgstonepix/15424436390,https://creativecommons.org/licenses/by/2.0/,Gaston Hinostroza,https://www.flickr.com/people/bdgstonepix/,DSC_1501,,08db4b3e4d2c67ad840db6e6d7d3b2c788b7518f9e14919c1088a66964884686
oi_train_e831067b6505d038,train,positive,e831067b6505d038,train,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/train/e831067b6505d038.jpg,https://c1.staticflickr.com/8/7355/12124513296_9bb8bd1221_o.jpg,https://www.flickr.com/photos/ikoka/12124513296,https://creativecommons.org/licenses/by/2.0/,koka_sexton,https://www.flickr.com/people/ikoka/,#LinkedIn golf balls,,0f1205cb011ee7431f9d3f68a7d3ae4b2c90f2689c827e336a9a0ecf0fb2973d
oi_train_0e69c147628dde26,val,positive,0e69c147628dde26,train,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/train/0e69c147628dde26.jpg,https://farm7.staticflickr.com/554/19997709286_439352eb59_o.jpg,https://www.flickr.com/photos/nevillewootton/19997709286,https://creativecommons.org/licenses/by/2.0/,Neville Wootton,https://www.flickr.com/people/nevillewootton/,122 - Matthew Braithwaite,,b0bedaa0a89a174ee089e86c27783368d96d988568f6311f74f2b4918276a0f5
oi_train_3bb604073c9c7899,train,positive,3bb604073c9c7899,train,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/train/3bb604073c9c7899.jpg,https://c2.staticflickr.com/5/4145/4847938005_1cacaf2b3b_o.jpg,https://www.flickr.com/photos/zachheller/4847938005,https://creativecommons.org/licenses/by/2.0/,Zach Heller,https://www.flickr.com/people/zachheller/,Callaway,,b296091556ef999c86b2bc1723f2104f4b688d5d3d53217c66d9d7453707a923
oi_test_2242d9e0c5da72c9,train,positive,2242d9e0c5da72c9,test,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/test/2242d9e0c5da72c9.jpg,https://c2.staticflickr.com/5/4132/5095959020_11fcee3a0f_o.jpg,https://www.flickr.com/photos/cbroders/5095959020,https://creativecommons.org/licenses/by/2.0/,Counse,https://www.flickr.com/people/cbroders/,PFP-2010_ - 063,,4ea860d23fe5c80242ba6f9df5b2ac485ae1cb7c885726d02a9d279451fe4c10
oi_train_175071772d8abad5,train,positive,175071772d8abad5,train,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/train/175071772d8abad5.jpg,https://farm6.staticflickr.com/7277/7758927156_f914e95fa5_o.jpg,https://www.flickr.com/photos/marcus_hansson/7758927156,https://creativecommons.org/licenses/by/2.0/,Marcus Hansson,https://www.flickr.com/people/marcus_hansson/,Minigolf,,0806110c5f0d0a1e632f93810e27efcdade45637639fb2d45b9d018a3a7d6e84
oi_train_06b2d041f4b9b1bc,test,positive,06b2d041f4b9b1bc,train,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/train/06b2d041f4b9b1bc.jpg,https://c5.staticflickr.com/4/3758/9051787312_409b775a1b_o.jpg,https://www.flickr.com/photos/gleam_df/9051787312,https://creativecommons.org/licenses/by/2.0/,Daisuke FUJII,https://www.flickr.com/people/gleam_df/,Nice shot?,,1a8cce3f34484b1fcc97a2ab0d668bd8476378a272326408ad077aada61d7d09
oi_train_019f4c72e136b61d,train,positive,019f4c72e136b61d,train,Open Images Dataset V7,https://storage.googleapis.com/openimages/web/index.html,https://s3.amazonaws.com/open-images-dataset/train/019f4c72e136b61d.jpg,https://c6.staticflickr.com/6/5594/14496586828_59b6e77b5f_o.jpg,https://www.flickr.com/photos/nevillewootton/14496586828,https://creativecommons.org/licenses/by/2.0/,Neville Wootton,https://www.flickr.com/people/nevillewootton/,018 - Geraldine Howley,,be52cfaee5ae702b4d2635b97dd6ddf060e2be44575b0e940925737eba8a3312
